code,name,segment,score,s_growth_block,s_value_block,s_tech_block,growth_pct,op_margin_pct,roe_pct,per,pbr,div_yield_pct,div_growth_years,tech_score,vol_ratio,margin_ratio,analyst_rating,ret_1m_pct,ret_3m_pct
1570,中型テック120,中型株,61.6,23.3,18.4,16.3,18.634525251456964,9.842766011556044,13.97345105685092,13.53883174965083,2.4254951258549338,2.8358433382659323,0,60.90744373876924,2.0240560809119397,2.6737841378159377,3.8581720240760546,6.2752730264348715,-4.439474789975206
1504,中型メディカル054,中型株,61.3,14.4,25.2,16.7,5.318492408583908,13.943200758687013,10.560467563153926,9.183608533568275,0.8302143009842474,3.6470586960311024,3,87.5263736901696,0.9431818696425449,3.5241693620366883,5.0,-3.344320467979675,-14.773773998797317
1518,中型フーズ068,中型株,61.3,16.9,26.6,13.7,12.391345220673207,14.379894279034616,5.843989657802075,15.055039489092774,1.4186133482827439,4.042150658568264,9,28.041584920056387,2.4469635028639947,1.3525937019240168,4.28453863546194,8.822987885182386,-3.9482827221016805
1543,中型商事093,中型株,61.0,25.2,17.0,13.7,16.684919423089955,10.430418034734581,19.883599235588104,16.434895707800763,1.6893397702771393,1.2910023054862827,5,55.58751002543142,0.8958801353313566,1.6023460653329449,5.0,1.4191364989257877,-9.483825049375213
1588,中型商事138,中型株,60.9,25.0,20.5,13.0,15.61080670675861,25.226471974538196,9.126024626049583,15.425968292549689,1.1876563149569164,1.7119800984380658,8,45.88652168090564,0.9629597633168193,0.3,2.893910620366202,-7.250399357720086,15.581656390543145
1471,中型運輸021,中型株,60.5,26.0,16.9,14.4,16.323147815729378,15.897926705779867,17.458432328293366,25.669925440318934,0.8935087029383928,2.2138982093325112,4,56.23467576641487,0.8753685401949318,0.32598839418407133,3.574143556823203,-1.6101339572874753,9.0319217689715
1531,中型運輸081,中型株,60.3,23.1,11.5,21.4,15.125832881623362,19.13700669732343,10.704788913474722,29.341336263910826,1.160222657960114,1.4335381658023312,0,99.95844408804527,1.6097237863089489,2.3985826799154446,4.499218157498796,7.126153110706692,31.593529656507084
1483,中型商事033,中型株,60.2,19.6,17.7,19.3,18.955177295987042,9.061060222253547,6.584001844224377,19.73344730029944,0.729537115035948,1.9615636490196975,3,86.67241760421055,1.0226513485201612,0.3,3.903555718129975,-1.1941311186235586,8.511572293252962
1539,中型ロジ089,中型株,60.0,27.4,18.5,11.1,24.609674775254398,5.331144872901358,17.642394053958654,11.061083359087657,2.90927251835622,2.7913207288524844,0,48.599707368234874,1.5905906026118708,4.894759951708011,3.4434275266204297,3.2679496857807986,17.100236391728785
1528,中型商事078,中型株,59.8,14.5,23.8,18.4,16.038895139792345,9.527156226691943,-1.5804759788638307,4.0,0.7873176719369201,2.7312232285925817,4,61.31860072916195,2.1754717413433458,0.715638693252338,3.478053316653021,4.8266131368828935,-0.8352773984600255
1477,中型ネットワーク027,中型株,59.6,19.7,16.8,20.5,17.768050687673504,3.098303410772325,13.233307576394516,21.848884608619308,2.3418905645753023,1.7733950169409005,7,74.69936319192169,2.486258718484865,1.6499968747526792,3.09407953887966,1.1632857092402764,2.117334199534697
1458,中型フーズ008,中型株,59.5,22.0,24.6,10.9,15.280299934322679,20.58222438367705,7.182803413446697,6.725104491908473,0.8039654240534164,2.8604425665484374,5,59.84061987365348,0.638521475446435,4.380361127992309,2.5202361778795677,9.953697494261398,42.28926107767838
1516,中型運輸066,中型株,59.3,20.6,19.3,16.1,15.404853065315827,13.801645891161284,9.712394005451042,18.440174821037672,1.0495072125345464,1.9403859686542257,6,73.73699822054316,0.7090450770245984,1.4600523847645637,3.5869617222507277,13.35679424801706,-14.98678197362793
1555,中型テック105,中型株,59.3,28.0,17.9,10.5,17.515363374385448,15.879949749079206,26.44256097430142,18.095750860607065,1.8392504579181916,2.9040150743216544,0,50.00977054446239,0.946915366653833,4.165705158995211,3.360660350223041,3.829340552845817,21.049455441781575
1463,中型バイオ013,中型株,59.2,19.9,21.0,15.1,21.207054882503733,5.763564268080947,7.009233211225831,16.268318850289607,1.7733184524377177,2.6963430343407317,6,61.5744151722673,1.4446919694692046,2.53342333323285,3.550158642589371,3.645205080321807,10.581177629828433
1509,中型ロジ059,中型株,59.2,18.3,20.6,17.3,11.686916816704697,10.11893470519012,13.001549541548366,4.0,1.7115807529398228,2.0866460021601934,3,70.7175852321609,1.162615539217636,0.9476276580279155,3.3868778633396976,3.405332904484947,9.379206938972153
1589,中型電機139,中型株,59.2,25.0,21.1,10.2,32.397577774698476,9.166606031747389,2.666210335048813,20.3999979865784,0.9911525287488903,3.4993469305535405,3,46.62731759650995,1.1110212221271567,4.363998169685137,3.318063495395475,0.019651783237767173,5.614020764253539
1587,中型製作所137,中型株,58.6,19.7,19.2,16.3,13.642387507332609,12.40427174362761,11.231016379074768,19.178471344936614,2.1545761327159485,3.1112280051906476,3,82.96586913835908,1.3142303408661606,4.138277146618437,3.7256703126679036,4.482040244905045,-0.8290238830038366
1488,中型フーズ038,中型株,58.1,20.3,18.3,15.8,18.220648564430576,5.908422338193708,11.512361835515783,13.544285715598354,0.8293918795091395,1.216898072341725,4,75.91970790692828,1.1351318984057484,3.1262036857197897,3.9569392530328376,-2.8297126380777593,16.876310100955074
1533,中型フーズ083,中型株,58.0,16.3,26.8,11.2,4.952307222942955,16.28594635120683,12.893196619190178,4.0,0.6422257403716244,3.7012358638272103,5,44.28047324132952,1.1147951713825088,3.023826011043006,4.088586688224131,-5.149580369152737,-2.091389664045497
1465,中型テック015,中型株,57.6,13.2,22.0,17.3,6.975685666148186,12.620446111600236,7.0059712755350905,12.89085158914024,1.6742537372776605,3.0463040623077298,4,80.66406728802525,1.152517344703664,2.4020966462897904,5.0,5.365425896652185,-0.6337785517425711
1551,中型マテリアル101,中型株,57.6,19.1,17.8,17.4,19.195014727662542,10.776335329060661,3.974178196615198,20.796778086024638,1.240740573237225,2.5420034574210213,2,87.59743078420644,0.7617175879084015,2.3926264426088855,3.585958962157853,-3.553093962521749,11.966234343051141
1561,中型運輸111,中型株,57.6,22.9,21.4,11.3,11.806878690532418,12.624423594122922,20.39189565996565,10.986543959979484,1.4485649368867197,2.6261239468194266,3,48.98887337220424,0.4253714118278782,2.080497793704572,2.6410380698257594,-7.359640086742671,-1.5481461000470382
1547,中型システムズ097,中型株,57.3,19.8,20.8,12.5,18.19805387000618,8.908658048180953,8.131651545707905,21.98097488583884,1.2856585447199165,3.304495025205568,5,51.82879624762294,1.4398452652987652,3.576809124922868,4.31670625680198,-0.29007322719011075,8.494472801379436
1515,中型化学065,中型株,57.1,22.3,18.2,14.3,14.008683460979725,16.32988814871567,12.923842721024965,15.566819950917829,1.5075614593992106,2.143558903112893,2,49.90929826414532,1.9397951868254675,2.804634061166718,2.8713629844937816,-0.09778558116905156,21.204448168366678
1500,中型化学050,中型株,56.9,26.3,21.4,5.9,21.281295962415488,12.547064198799625,14.120921362347662,10.00042445077652,3.0110613074933834,2.6698249232049664,6,29.052655398192254,0.7886489884604495,5.228190638253714,3.729512894634084,-8.482678408973555,20.45947914780583
1523,中型バイオ073,中型株,56.9,18.6,21.3,12.8,14.09210961535353,11.708283486955128,9.014028450414632,13.00534479396138,0.9277091211690243,2.6216168299098297,3,46.06287248853823,0.8688775903377036,0.8212822899909806,4.28307307298976,3.4717060171907255,-2.3536002348792415
1582,中型ネットワーク132,中型株,56.8,22.5,16.1,14.8,15.752744368706693,14.116455331259854,12.739672385913552,13.60289570330649,2.8408042841010017,1.2930630149040994,4,58.26794575373672,1.4012203766717608,2.226949237389898,3.75179704447167,1.9869444887822032,-10.983430209254792
1462,中型ネットワーク012,中型株,56.7,23.1,16.0,13.7,16.550111602779534,11.4729626647885,14.923443580658432,20.224936622199834,0.9368313588426306,0.39185595312925425,8,62.619857152820714,0.3427570522519392,1.71512490500632,4.117499433895863,1.321939013202642,1.855262968170475
1503,中型フーズ053,中型株,56.7,24.7,16.5,12.7,20.824588620336474,18.33101409812841,6.9160341036487205,14.74539713952535,1.5631097793673012,1.2137598894834025,3,58.09581148813061,1.7701047394683678,5.173365050960162,3.2366324813127934,1.7162811368351298,15.971507624667627
1550,中型エナジー100,中型株,56.7,19.5,18.8,16.7,15.930254135880173,15.545798011069383,5.242032332960219,21.68195824044779,0.9031148197556261,2.4595417655715384,4,66.73220605965246,1.368478338030095,1.4811420386554983,2.4201060701634267,8.234092079770612,10.230014930226986
1505,中型エナジー055,中型株,56.6,21.7,17.5,14.7,20.292721050297864,6.865954473034632,10.896468179468831,11.484490737290491,1.6877139466687212,1.249463792814258,3,66.09667587801762,0.695845556862869,1.7398487466374,3.2220937331211745,-5.572892605357669,2.9292682064150437
1459,中型メディカル009,中型株,56.5,18.5,17.4,17.8,12.931609172572404,13.915540678288716,8.535701155522203,4.138720073479103,1.0780964458788445,1.1071047589012508,0,89.00247895592169,1.3364312590128864,3.6834376451051707,3.252782107843,1.9627735053393818,19.574608186872
1474,中型メディカル024,中型株,56.5,20.5,19.6,12.7,19.325376719070555,5.817090125651715,10.577400592442633,19.050867959369388,0.4,3.2337861679389,0,63.975918882224825,1.323341574805372,4.9522555046349215,3.9407395047148324,-11.263742950379886,-1.417350965871897
1519,中型メディカル069,中型株,56.4,20.4,17.7,15.8,13.946142350712792,10.46233127866968,13.771650023161953,16.384033814283754,2.3374376397591727,2.2753995431460625,3,77.72915619502925,1.4901979824293017,4.317264109777598,2.9683306621931225,-3.2715766883908444,1.1873342809675815
1541,中型ホールディングス091,中型株,56.4,20.4,19.1,13.0,12.66839209308964,11.927566532923718,14.438262422545064,18.276670985354684,1.6698509899267033,2.7566166656775546,3,65.43204511400322,0.8369277986568202,3.6654706661504344,4.034734148228807,-1.0180885684332184,8.621985187914161
1506,中型マテリアル056,中型株,56.2,15.7,23.8,13.2,10.950372319223215,9.002255292057857,9.643117535341377,14.880589974560488,1.0409795762973801,2.8910625658668776,8,49.64115294048193,1.4425991157388536,2.5686891202176354,3.792389876030804,12.394677187219525,14.103914516217186
1569,中型ロジ119,中型株,56.2,25.2,16.3,10.1,16.994739427571098,16.406873969685734,14.664542787187672,16.59317189469883,1.5626562998346698,1.9627402809025982,0,40.80439284124344,1.058992759032395,3.434613887284373,4.65265007840341,2.7492166327469247,20.041715490531967
1499,中型電機049,中型株,56.0,14.9,22.2,15.3,9.414253408129428,12.906356950404877,6.920866760077837,9.217348876593668,2.3864131900185557,3.572342342866518,1,75.42397848196956,1.1565200121969894,3.611655434082775,3.8681749115480506,8.96610280874591,8.992618422358266
1536,中型マテリアル086,中型株,56.0,8.4,23.9,20.5,0.8933861843124582,8.791541029135029,8.627435331904806,10.968913561432764,1.2789473596914962,3.3784508503183313,4,100.0,1.2852540930098246,2.4778816069129466,3.5033063061238927,4.53895187066124,13.223047486052764
1470,中型化学020,中型株,55.9,14.2,21.4,16.8,10.112576662988038,9.924254171144355,6.933047938266618,11.76278890847316,1.3761985644990429,2.290800023610048,5,77.45541168911568,1.052826138236375,2.1789188469923557,3.850124538827445,6.665069498465126,2.789594800893373
1535,中型エナジー085,中型株,55.9,11.3,22.1,20.2,2.8815680852127192,8.538764556173069,12.004251486379651,12.758916016914919,1.8397122981441985,2.7228437607490306,6,83.62407050077059,1.6979293621861804,1.318369684533672,2.777172442738982,2.5453711412410533,2.5858957131270266
1520,中型エナジー070,中型株,55.8,17.3,22.0,13.3,5.033428914555291,14.930996343264571,15.87992025147026,14.069218262805597,2.5016433131770466,3.56846939376513,4,43.20594811222528,1.98768832471777,2.890168768148865,3.6009321571447797,0.9623698463605881,-2.67748391556637
1476,中型マテリアル026,中型株,55.7,11.8,24.4,16.0,-10.0,4.609558186440983,20.430945792780406,11.720773241829733,0.4,3.4352473883102723,4,77.88892880123906,1.3384793376096826,3.825406445181904,3.790407398171613,7.184929871526,35.32916538267318
1524,中型ロジ074,中型株,55.5,16.2,17.0,18.6,16.468381996816145,8.197755951028135,3.9674968649388367,21.1273337353148,1.124032107303721,1.7911009097912107,4,78.56660601022207,1.2100186454331558,0.8415891729385856,3.9351016032897443,0.09006165442965575,30.655087658353594
1586,中型ホールディングス136,中型株,55.4,16.5,22.2,14.6,8.142994476037142,10.107140160530731,13.984729486544417,14.14776235060236,1.305222362079979,2.670450355570171,6,55.35267700884513,1.2403038878102608,1.5927775864800096,2.8114535654683794,7.614885011800846,13.339304750535462
1568,中型バイオ118,中型株,55.3,18.5,15.3,17.4,7.57438706631602,16.47761205747905,13.752167554673926,7.145429685672086,1.9275195090573358,0.062499403919412444,3,78.48322184920087,1.2091971077856598,2.1019124100684974,4.21147700301788,8.848510890519488,23.720476314403403
1529,中型電機079,中型株,55.1,17.0,20.5,14.3,10.226613960663528,3.0002533295782756,18.04953108637514,10.910312684817397,2.921980115344952,2.167525676082545,7,57.04054835815922,1.184628083869735,1.948747200200386,3.595299143493022,4.907992166484284,-1.4111021069821597
1540,中型テック090,中型株,55.0,12.7,23.1,16.4,11.05438741608656,4.532475703308121,6.935129876799097,16.41071965890999,2.3508376915483855,3.8159824241620477,6,63.17123369865455,1.5744069429912384,1.7998484696276598,3.3774152317934285,-1.9447843280368602,-6.984911328492538
1479,中型ロジ029,中型株,54.9,19.2,16.7,18.3,13.968965664710286,12.83166466825022,9.558572709363405,17.42989391354806,3.064070372338377,1.9296030579045582,5,80.64002111564997,1.77012664047214,3.0210895518948573,1.5932890376341104,6.100216911890797,-18.633691103476632
1565,中型エナジー115,中型株,54.8,11.8,18.8,21.0,7.272827364439862,11.535775364196617,4.603730139123668,18.157212108743373,1.0440379969527136,2.300169637993474,3,92.65023043124533,2.191130150072795,3.0837237063865346,3.551182169095084,0.7593422019029097,21.272075498033434
1563,中型フーズ113,中型株,54.5,24.9,15.3,11.0,15.67729492510301,19.355606142816235,13.467159940918478,14.757945680795926,0.4,0.17755294395652088,4,51.55487194771886,0.647082408923941,3.1179586454940913,3.592105094006248,8.666495211241635,9.639227396152409
1482,中型製作所032,中型株,54.4,9.8,24.0,17.1,11.580450260220028,5.074077097338412,0.06779010624716264,15.900486782070145,1.7267931793905011,3.4092645684253777,8,86.25997272998104,0.700988203353061,2.3659229370904153,3.8842674367051035,18.191428066453064,25.761190444566992
1472,中型システムズ022,中型株,54.1,10.7,23.2,15.4,3.647651666409173,5.501708270778293,12.171491801884489,15.905529160838975,1.905497379924653,4.385863766417625,4,66.73147180715434,0.6612193355663373,0.6835666070345257,4.766263557418667,-2.540878679599822,-4.527328857623704
1594,中型メディカル144,中型株,54.1,18.5,22.0,10.7,13.2270099402138,12.33770143063277,9.475660685032963,11.838880824076938,1.3281489571851495,3.348742349822743,1,56.869478983408804,1.2916711069992104,5.808631673774025,3.2597533934109495,8.752839936065765,22.783752839180266
1457,中型システムズ007,中型株,54.0,20.0,18.9,13.1,11.64328421569008,8.609584711230877,17.54123303439955,12.039190745076745,1.9616389499763272,1.8030861587622087,4,71.26305755656092,0.9687221418377099,4.793798792097127,2.7050416983148136,4.767557055350275,19.071676673454235
1513,中型商事063,中型株,53.6,22.5,13.4,16.4,15.110075053407815,12.657708475668464,14.750741316161669,20.231852998314043,1.013874330652253,0.5830405998350541,2,74.00429171548613,0.9289980482370144,1.7507220170562445,2.042919726460289,13.515885327305634,17.90856369710372
1492,中型ネットワーク042,中型株,53.2,15.9,21.5,13.4,9.713402026672355,10.498511662782958,10.428389159976263,15.64263018005683,2.0935711204245897,3.5777362362747445,3,72.6756892990894,0.8491165268666088,4.378719814907219,2.8904067809384077,9.543959616528793,34.52769052871888
1566,中型マテリアル116,中型株,53.2,16.4,17.6,17.0,7.368641037332983,8.893313626771503,15.892964318324822,11.770205428100104,1.4735714758860285,0.6186892184890074,6,92.93560490527364,1.560612686399896,5.631238501585149,2.8231182910581354,4.417945692169204,-3.3179190924326747
1576,中型運輸126,中型株,53.0,11.0,23.9,13.0,-5.183484148011971,12.698208833566754,11.930264218260943,18.345455056948897,0.5637194146949742,2.8450166893150604,10,59.41210235400241,1.1691673403967295,3.556204240954262,5.0,-3.141886570199345,10.438483200726859
1498,中型商事048,中型株,52.7,23.7,19.1,6.2,10.368465108616924,17.640783104478984,19.41191792670049,21.80141221725375,0.8409236784391393,2.401344853214922,5,25.426894559489874,1.434680329810387,7.0913852867629,4.0119489326406335,11.840478488650538,10.19497676154446
1512,中型製作所062,中型株,52.6,14.8,18.5,16.0,-4.210941110769767,16.09755458832315,16.800464233217753,21.276313506287394,1.171094325546299,2.033224265998014,6,65.04692867226593,1.0031812643514777,0.3,3.59110015531361,9.47405783541668,-6.371059468409886
1532,中型システムズ082,中型株,52.6,8.2,21.1,20.1,-2.3826626619192908,9.673199458428726,8.687393080285872,4.0,2.2422290433457857,1.9296034441966419,6,100.0,1.023378154086196,2.241924631217121,3.5949313357791968,8.923484117900458,1.1994436962782018
1596,中型マテリアル146,中型株,52.3,18.9,16.3,16.4,12.254468389468418,13.890774584322608,10.309764623592333,13.087961456539174,1.3812895392518967,0.8172618297013734,3,63.32859538676711,2.125231616921877,3.154798317009388,1.632658366231756,2.4360874032922712,40.874049597299674
1496,中型ホールディングス046,中型株,52.1,16.4,19.5,13.7,18.365120961674126,6.673285839490829,2.8903743658489542,18.68664073735485,1.9418668296470034,2.680241152511767,5,52.23027318992414,1.5937413521927626,2.9179953718418266,3.1103091513478573,1.1286521264676006,32.24767638530999
1527,中型製作所077,中型株,52.0,17.0,15.9,15.3,6.789960485441409,7.246376908674438,19.213301467181168,22.590959672929962,1.5171141053438506,1.9065969089360264,3,62.08893037097439,2.000023640659804,3.760441363627008,4.080823226431313,10.015620654421028,-6.036112012293028
1548,中型フーズ098,中型株,51.9,15.1,15.4,18.2,9.5078745631629,14.520740708198923,5.874104027779121,21.101862289427135,1.8264301405192915,0.8830749263670539,7,98.21367545435916,1.7009169847747039,5.568572581007645,3.5682971052820704,-6.969029518431061,-14.129445414010299
1487,中型システムズ037,中型株,51.7,10.8,17.6,20.2,14.929883172426504,0.0,1.69403157747222,13.31559959489573,2.584923396290388,1.7642699118332605,4,78.40820690615222,2.253442366639073,1.9616727483330374,3.486530621013259,13.932331328057055,-10.26639130229714
1491,中型マテリアル041,中型株,51.7,14.1,17.2,15.5,6.311789755353296,8.833836716884894,12.638732349759747,18.50501444011374,0.8646677457295797,2.236480755614232,0,61.81084811507075,1.581074620979343,2.4958764716144244,4.953221596912084,-2.287430684616302,10.609284983639135
1475,中型エナジー025,中型株,51.5,18.1,15.0,14.7,11.10564103482624,10.025100569401065,13.388053648783853,19.73619933401823,1.9259162155007754,1.985725057445535,0,49.80133752061329,1.4081840740694775,1.0371949454091403,4.005019784097261,8.450359783603826,9.52240371555011
1597,中型ネットワーク147,中型株,51.5,21.0,20.8,6.9,16.930929879880317,6.945555280957056,13.955532572152784,10.547919450661558,0.5523347363171998,1.851630636765928,4,24.301200956198876,0.625420354730682,3.0186040137282384,3.173461459208837,5.368867626876545,-6.576019927702738
1494,中型ロジ044,中型株,51.4,18.0,17.7,14.3,7.542983415313717,7.99269594220497,19.533838202094866,16.297228057936127,2.063416396103665,2.32374001441139,2,58.19769206648322,1.917997008883857,3.999432133702963,2.130821472215633,1.7085332605430716,29.387525512456545
1484,中型電機034,中型株,51.3,17.5,22.8,7.9,9.306362393263012,9.631480020911159,14.951702908923519,5.802810729883756,1.1380900425319478,2.8840379131173814,2,29.041479233140507,1.534277671628368,5.02157033479477,3.4640038338855947,-8.765073590817195,16.471636960385794
1553,中型バイオ103,中型株,51.3,15.6,19.7,14.2,17.68874788896173,0.45024676560014143,7.168423251921472,12.601679662261418,2.720535307104096,2.9686037654963693,2,81.48124654807992,0.8297420897494401,4.81637964672121,2.4128982032615873,9.439546990734943,3.1263962543481725
1452,中型製作所002,中型株,51.1,15.1,19.0,12.2,8.110959265776115,7.328061213043495,13.425469342485563,16.43033024902455,1.4379702383227828,1.7695416665380421,6,53.754983611344734,1.0466513560870314,3.1884420537986267,4.857269346376681,-5.042137248127224,17.238282716664255
1454,中型電機004,中型株,51.1,12.0,19.0,15.1,-0.8819475007373949,12.95362513044448,13.726616309835302,16.389962665419105,2.175619344910066,2.2878676370807276,5,63.46907366147613,1.1542299902908961,2.044520709366635,5.0,0.2882941208789491,0.009467466554763604
1481,中型ホールディングス031,中型株,51.1,18.9,16.2,12.1,21.835697150817545,10.049641635496275,0.7261934616235308,13.868483201963942,2.0682149969975514,1.2301996048849264,3,45.548144625958365,1.951014625921565,4.349022627731815,4.021232496515167,6.729607878725828,7.553008969374477
1495,中型テック045,中型株,51.0,16.3,18.8,12.4,8.28962510520035,1.9976065413290964,20.46524442711272,19.094355058876758,1.4509909988310397,1.8285822639179314,7,48.244298795928536,1.774128212257994,3.975951514303661,3.69574554038988,3.873088832013572,5.900383559429862
1581,中型マテリアル131,中型株,50.8,13.0,19.2,14.0,-2.44671529331948,19.323880293741357,10.54840494872435,11.115538765790296,1.308205764572098,0.7226922456826681,8,50.92504712345146,1.883700763869211,3.092973086005167,4.643625579654752,4.540166994258512,18.238791954428912
1530,中型化学080,中型株,50.7,19.2,17.9,8.9,8.999644673120926,7.949505669714432,22.498320348074195,14.461615380530288,2.581662506187591,2.004377669192312,4,34.21544671038515,0.9764637040660676,3.3789624074206444,4.768803064767893,4.331896666057627,24.60464433431599
1562,中型システムズ112,中型株,50.4,13.7,15.7,16.8,1.6232662338683639,13.91893272646474,14.00545918707147,9.576724262514752,1.3178399586058152,0.34175733788746476,2,65.18167421264222,1.6124689448070513,1.7165152529556351,4.341483888422016,-6.094151529080829,-6.97153358972551
1461,中型マテリアル011,中型株,50.3,16.6,19.8,10.6,13.258111149883748,12.93529364697872,5.231625418001197,15.95068830299841,2.2156850577523306,2.9770729589908984,3,49.576426360162735,0.8853277578327478,3.8420756092373827,3.6560831785143106,6.776424036613202,9.582485757453824
1574,中型電機124,中型株,50.0,15.2,20.2,12.3,14.547554444756903,7.286605726494235,5.076576781688379,21.20285664839386,0.4,3.1268559135765415,3,54.19216114455048,1.4048756098116448,4.046157861589654,2.8389254585368735,7.3063536525003805,9.36044645630268
1456,中型運輸006,中型株,49.6,15.7,16.5,15.7,11.274382270637124,10.85958462447984,7.698499419890055,18.491102635842473,1.833622077126786,2.2146801398897114,1,60.33873737498933,1.165100607118931,0.5997462262784379,2.3225501189406517,6.390920272858617,-23.22265978062027
1542,中型製作所092,中型株,49.4,9.4,20.1,16.6,5.011179922965123,8.367466517419425,5.375353224489227,22.594649550999335,2.2459796223040334,2.737433854227337,9,54.59357746176895,2.7158812075553174,2.590447052346203,3.704154681404813,0.6133325163587511,12.46790672072366
1478,中型バイオ028,中型株,49.2,6.3,23.7,15.8,2.879834001891176,0.0,8.82650263138433,17.216148358199426,1.1547447081458626,4.13538118352911,4,81.23852299331443,1.330710206364984,4.4875331578078645,3.72339324314685,11.212707791421376,8.671272201588808
1554,中型ロジ104,中型株,49.0,11.3,19.0,15.4,1.7719660724698425,9.91428193461843,12.386720898601075,12.031509416845728,1.8877674541967266,1.6170061163359328,5,65.9599971166588,1.1695384726460325,2.20551183774129,3.6212326366122127,6.301522458202196,32.7415898327793
